cur_datetime,canTemp,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[20.0],PresProf_cur[20.0],
2004-06-01 00:05:00,292.010,24.157,287.334,99731.472,290.171,100087.887,
2004-06-01 00:10:00,290.886,10.065,287.334,99729.111,289.709,100088.121,
2004-06-01 00:15:00,291.284,13.580,287.334,99726.750,289.721,100088.142,
2004-06-01 00:20:00,291.657,16.898,287.334,99724.389,289.797,100088.085,
2004-06-01 00:25:00,291.755,17.136,287.334,99722.028,289.825,100088.077,
2004-06-01 00:30:00,291.757,16.362,287.334,99719.667,289.847,100088.047,
2004-06-01 00:35:00,291.644,14.325,287.333,99717.306,289.750,100088.186,
2004-06-01 00:40:00,291.444,11.365,287.333,99714.944,289.575,100088.393,
2004-06-01 00:45:00,291.209,8.047,287.333,99712.583,289.384,100088.606,
2004-06-01 00:50:00,291.042,5.548,287.333,99710.222,289.234,100088.772,
2004-06-01 00:55:00,290.927,1.999,287.333,99707.861,289.110,100088.920,
2004-06-01 01:00:00,290.843,0.519,287.333,99705.500,289.009,100089.039,
2004-06-01 01:05:00,290.769,0.239,287.342,99703.931,288.931,100089.131,
2004-06-01 01:10:00,290.725,0.239,287.351,99702.361,288.872,100089.204,
2004-06-01 01:15:00,290.659,0.239,287.360,99700.792,288.812,100089.282,
2004-06-01 01:20:00,290.600,0.239,287.369,99699.222,288.755,100089.352,
2004-06-01 01:25:00,290.523,0.239,287.378,99697.653,288.693,100089.428,
2004-06-01 01:30:00,290.461,0.239,287.387,99696.083,288.635,100089.498,
2004-06-01 01:35:00,290.390,0.239,287.396,99694.514,288.576,100089.571,
2004-06-01 01:40:00,290.335,0.239,287.405,99692.944,288.521,100089.639,
2004-06-01 01:45:00,290.271,0.239,287.414,99691.375,288.464,100089.708,
2004-06-01 01:50:00,290.220,0.239,287.423,99689.806,288.412,100089.772,
2004-06-01 01:55:00,290.160,0.060,287.432,99688.236,288.358,100089.838,
2004-06-01 02:00:00,290.113,0.060,287.441,99686.667,288.308,100089.900,
2004-06-01 02:05:00,290.076,0.060,287.444,99685.875,288.286,100089.919,
2004-06-01 02:10:00,290.074,0.060,287.446,99685.083,288.279,100089.928,
2004-06-01 02:15:00,290.062,0.060,287.448,99684.292,288.272,100089.938,
2004-06-01 02:20:00,290.055,0.060,287.450,99683.500,288.265,100089.947,
2004-06-01 02:25:00,290.028,0.060,287.453,99682.708,288.255,100089.958,
2004-06-01 02:30:00,290.013,0.060,287.455,99681.917,288.246,100089.968,
2004-06-01 02:35:00,289.986,0.060,287.457,99681.125,288.236,100089.978,
2004-06-01 02:40:00,289.973,0.060,287.460,99680.333,288.228,100089.987,
2004-06-01 02:45:00,289.948,0.060,287.462,99679.542,288.219,100089.996,
2004-06-01 02:50:00,289.937,0.060,287.464,99678.750,288.213,100090.003,
2004-06-01 02:55:00,289.912,0.060,287.466,99677.958,288.205,100090.011,
2004-06-01 03:00:00,289.902,0.060,287.469,99677.167,288.198,100090.018,
2004-06-01 03:05:00,289.889,0.060,287.468,99678.042,288.208,100089.999,
2004-06-01 03:10:00,289.904,0.060,287.467,99678.917,288.229,100089.972,
2004-06-01 03:15:00,289.908,0.060,287.466,99679.792,288.250,100089.946,
2004-06-01 03:20:00,289.922,0.060,287.465,99680.667,288.270,100089.921,
2004-06-01 03:25:00,289.916,0.060,287.464,99681.542,288.286,100089.898,
2004-06-01 03:30:00,289.923,0.060,287.463,99682.417,288.303,100089.875,
2004-06-01 03:35:00,289.915,0.060,287.462,99683.292,288.317,100089.854,
2004-06-01 03:40:00,289.922,0.060,287.462,99684.167,288.333,100089.834,
2004-06-01 03:45:00,289.915,0.060,287.461,99685.042,288.346,100089.814,
2004-06-01 03:50:00,289.922,0.060,287.460,99685.917,288.360,100089.795,
2004-06-01 03:55:00,289.914,0.239,287.459,99686.792,288.373,100089.777,
2004-06-01 04:00:00,289.920,0.239,287.458,99687.667,288.387,100089.759,
2004-06-01 04:05:00,289.890,0.239,287.467,99687.667,288.367,100089.790,
2004-06-01 04:10:00,289.855,0.239,287.476,99687.667,288.335,100089.827,
2004-06-01 04:15:00,289.801,0.239,287.486,99687.667,288.302,100089.863,
2004-06-01 04:20:00,289.774,0.239,287.495,99687.667,288.276,100089.893,
2004-06-01 04:25:00,289.740,0.239,287.504,99687.667,288.253,100089.920,
2004-06-01 04:30:00,289.724,0.239,287.513,99687.667,288.234,100089.943,
2004-06-01 04:35:00,289.693,0.239,287.523,99687.667,288.215,100089.965,
2004-06-01 04:40:00,289.678,0.239,287.532,99687.667,288.199,100089.984,
2004-06-01 04:45:00,289.648,0.239,287.541,99687.667,288.183,100090.002,
2004-06-01 04:50:00,289.634,0.239,287.550,99687.667,288.170,100090.018,
2004-06-01 04:55:00,289.606,1.615,287.559,99687.667,288.156,100090.033,
2004-06-01 05:00:00,289.599,1.615,287.569,99687.667,288.149,100090.044,
2004-06-01 05:05:00,289.574,1.615,287.585,99689.319,288.139,100090.055,
2004-06-01 05:10:00,289.563,1.615,287.600,99690.972,288.131,100090.065,
2004-06-01 05:15:00,289.542,1.615,287.616,99692.625,288.122,100090.075,
2004-06-01 05:20:00,289.538,1.615,287.632,99694.278,288.114,100090.084,
2004-06-01 05:25:00,289.521,1.615,287.648,99695.931,288.106,100090.094,
2004-06-01 05:30:00,289.520,1.615,287.664,99697.583,288.100,100090.103,
2004-06-01 05:35:00,289.505,1.615,287.680,99699.236,288.093,100090.112,
2004-06-01 05:40:00,289.506,1.615,287.695,99700.889,288.087,100090.119,
2004-06-01 05:45:00,289.493,1.615,287.711,99702.542,288.080,100090.128,
2004-06-01 05:50:00,289.495,1.615,287.727,99704.194,288.076,100090.135,
2004-06-01 05:55:00,289.481,5.623,287.743,99705.847,288.069,100090.143,
2004-06-01 06:00:00,289.533,5.623,287.759,99707.500,288.072,100090.150,
2004-06-01 06:05:00,289.347,5.623,287.805,99709.000,288.069,100090.146,
2004-06-01 06:10:00,289.409,5.623,287.850,99710.500,288.078,100090.134,
2004-06-01 06:15:00,289.264,5.623,287.896,99712.000,288.076,100090.126,
2004-06-01 06:20:00,289.343,5.623,287.942,99713.500,288.091,100090.110,
2004-06-01 06:25:00,289.230,5.623,287.988,99715.000,288.093,100090.098,
2004-06-01 06:30:00,289.309,5.623,288.033,99716.500,288.113,100090.078,
2004-06-01 06:35:00,289.215,5.623,288.079,99718.000,288.119,100090.063,
2004-06-01 06:40:00,289.294,5.623,288.125,99719.500,288.145,100090.039,
2004-06-01 06:45:00,289.230,5.623,288.170,99721.000,288.166,100090.015,
2004-06-01 06:50:00,289.309,5.623,288.216,99722.500,288.199,100089.986,
2004-06-01 06:55:00,289.244,5.982,288.262,99724.000,288.214,100089.965,
2004-06-01 07:00:00,289.313,5.982,288.308,99725.500,288.242,100089.937,
2004-06-01 07:05:00,289.260,5.982,288.370,99729.069,288.263,100089.906,
2004-06-01 07:10:00,289.329,5.982,288.432,99732.639,288.299,100089.867,
2004-06-01 07:15:00,289.295,5.982,288.495,99736.208,288.323,100089.833,
2004-06-01 07:20:00,289.372,5.982,288.557,99739.778,288.360,100089.793,
2004-06-01 07:25:00,289.349,5.982,288.620,99743.347,288.387,100089.758,
2004-06-01 07:30:00,289.440,5.982,288.682,99746.917,288.429,100089.715,
2004-06-01 07:35:00,289.426,5.982,288.745,99750.486,288.458,100089.678,
2004-06-01 07:40:00,289.536,5.982,288.807,99754.056,288.506,100089.632,
2004-06-01 07:45:00,289.527,5.982,288.869,99757.625,288.537,100089.594,
2004-06-01 07:50:00,289.631,5.982,288.932,99761.194,288.585,100089.548,
2004-06-01 07:55:00,289.621,5.743,288.994,99764.764,288.617,100089.509,
2004-06-01 08:00:00,289.725,5.743,289.057,99768.333,288.664,100089.462,
2004-06-01 08:05:00,289.711,5.743,289.178,99768.653,288.695,100089.425,
2004-06-01 08:10:00,289.888,5.743,289.299,99768.972,288.767,100089.366,
2004-06-01 08:15:00,289.957,5.743,289.420,99769.292,288.837,100089.306,
2004-06-01 08:20:00,290.175,5.743,289.541,99769.611,288.933,100089.231,
2004-06-01 08:25:00,290.232,5.743,289.663,99769.931,289.013,100089.161,
2004-06-01 08:30:00,290.461,5.743,289.784,99770.250,289.116,100089.079,
2004-06-01 08:35:00,290.501,5.743,289.905,99770.569,289.200,100089.005,
2004-06-01 08:40:00,290.733,5.743,290.026,99770.889,289.306,100088.920,
2004-06-01 08:45:00,290.757,5.743,290.148,99771.208,289.391,100088.843,
2004-06-01 08:50:00,290.993,5.743,290.269,99771.528,289.498,100088.754,
2004-06-01 08:55:00,291.000,5.025,290.390,99771.847,289.583,100088.675,
2004-06-01 09:00:00,291.235,5.025,290.511,99772.167,289.688,100088.585,
2004-06-01 09:05:00,291.245,5.025,290.634,99772.333,289.793,100088.472,
2004-06-01 09:10:00,291.482,5.025,290.757,99772.500,289.916,100088.347,
2004-06-01 09:15:00,291.460,5.025,290.879,99772.667,290.011,100088.234,
2004-06-01 09:20:00,291.695,7.629,291.002,99772.833,290.129,100088.112,
2004-06-01 09:25:00,291.674,8.075,291.125,99773.000,290.231,100087.996,
2004-06-01 09:30:00,291.917,11.552,291.248,99773.167,290.353,100087.870,
2004-06-01 09:35:00,291.897,12.001,291.370,99773.333,290.461,100087.751,
