cur_datetime,canTemp,sensWaste,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[1.2],PresProf_cur[1.2],
2008-07-01 00:05:00,292.357,0.011,292.167,99240.400,292.385,99447.014,
2008-07-01 00:10:00,293.785,0.011,292.083,99243.000,293.996,99446.602,
2008-07-01 00:15:00,292.662,0.011,292.000,99245.600,292.683,99446.926,
2008-07-01 00:20:00,292.865,0.011,291.917,99248.200,293.005,99446.958,
2008-07-01 00:25:00,292.330,0.011,291.833,99250.800,292.361,99447.134,
2008-07-01 00:30:00,292.859,0.011,291.750,99253.400,293.005,99447.018,
2008-07-01 00:35:00,292.091,0.011,291.667,99256.000,292.119,99447.277,
2008-07-01 00:40:00,292.471,0.011,291.583,99258.600,292.586,99447.208,
2008-07-01 00:45:00,291.976,0.011,291.500,99261.200,292.006,99447.379,
2008-07-01 00:50:00,292.203,0.011,291.417,99263.800,292.306,99447.360,
2008-07-01 00:55:00,291.748,0.011,291.333,99266.400,291.780,99447.524,
2008-07-01 01:00:00,292.034,0.011,291.250,99269.000,292.132,99447.478,
2008-07-01 01:05:00,291.588,0.011,291.200,99269.667,291.618,99447.629,
2008-07-01 01:10:00,291.853,0.011,291.150,99270.333,291.944,99447.578,
2008-07-01 01:15:00,291.482,0.011,291.100,99271.000,291.511,99447.705,
2008-07-01 01:20:00,291.730,0.011,291.050,99271.667,291.817,99447.658,
2008-07-01 01:25:00,291.349,0.011,291.000,99272.333,291.377,99447.789,
2008-07-01 01:30:00,291.615,0.011,290.950,99273.000,291.701,99447.735,
2008-07-01 01:35:00,291.232,0.011,290.900,99273.667,291.258,99447.867,
2008-07-01 01:40:00,291.485,0.011,290.850,99274.333,291.567,99447.817,
2008-07-01 01:45:00,291.115,0.011,290.800,99275.000,291.140,99447.945,
2008-07-01 01:50:00,291.369,0.011,290.750,99275.667,291.451,99447.895,
2008-07-01 01:55:00,290.994,0.011,290.700,99276.333,291.017,99448.025,
2008-07-01 02:00:00,291.255,0.011,290.650,99277.000,291.335,99447.973,
2008-07-01 02:05:00,290.841,0.011,290.558,99279.350,290.863,99448.131,
2008-07-01 02:10:00,291.069,0.011,290.467,99281.700,291.149,99448.105,
2008-07-01 02:15:00,290.649,0.011,290.375,99284.050,290.671,99448.267,
2008-07-01 02:20:00,290.878,0.011,290.283,99286.400,290.957,99448.242,
2008-07-01 02:25:00,290.457,0.011,290.192,99288.750,290.479,99448.403,
2008-07-01 02:30:00,290.691,0.011,290.100,99291.100,290.771,99448.376,
2008-07-01 02:35:00,290.264,0.011,290.008,99293.450,290.285,99448.540,
2008-07-01 02:40:00,290.506,0.011,289.917,99295.800,290.587,99448.510,
2008-07-01 02:45:00,290.078,0.011,289.825,99298.150,290.099,99448.675,
2008-07-01 02:50:00,290.316,0.011,289.733,99300.500,290.396,99448.646,
2008-07-01 02:55:00,289.893,0.011,289.642,99302.850,289.914,99448.809,
2008-07-01 03:00:00,290.131,0.011,289.550,99305.200,290.212,99448.781,
2008-07-01 03:05:00,289.761,0.011,289.517,99307.092,289.782,99448.904,
2008-07-01 03:10:00,290.040,0.011,289.483,99308.983,290.119,99448.838,
2008-07-01 03:15:00,289.683,0.011,289.450,99310.875,289.703,99448.956,
2008-07-01 03:20:00,289.965,0.011,289.417,99312.767,290.043,99448.890,
2008-07-01 03:25:00,289.610,0.011,289.383,99314.658,289.630,99449.007,
2008-07-01 03:30:00,289.880,0.011,289.350,99316.550,289.956,99448.945,
2008-07-01 03:35:00,289.536,0.011,289.317,99318.442,289.556,99449.059,
2008-07-01 03:40:00,289.805,0.011,289.283,99320.333,289.880,99448.996,
2008-07-01 03:45:00,289.465,0.011,289.250,99322.225,289.485,99449.109,
2008-07-01 03:50:00,289.726,0.011,289.217,99324.117,289.799,99449.049,
2008-07-01 03:55:00,289.394,0.011,289.183,99326.008,289.414,99449.160,
